axis,stage,frequency_hz,input_psd,gain,phase_deg,coherence
Pitch,inner,2.197265625,4.525887745836113,1.0194643927359919,-1.9220075756588435,0.799721799400713
Pitch,inner,2.44140625,4.72192187430457,1.0218147139736118,-5.512416914547707,0.862257993844081
Pitch,inner,2.685546875,4.467551682503046,1.0271012822280543,-4.97341974705143,0.8827721946266047
Pitch,inner,2.9296875,2.523658435686917,1.0582465184289012,-5.062086565322521,0.8537327672838363
Pitch,inner,3.173828125,1.6397449337444248,1.0232748191515,-12.557262405066975,0.8050464954370026
Pitch,inner,3.41796875,1.9355552508859646,1.0372473009324452,-12.908427453744256,0.8262371034425453
Pitch,inner,3.662109375,1.7365443840300225,1.090699547256137,-12.09349157887966,0.8077568814023437
Pitch,inner,3.90625,1.5080786014146959,1.0585639207412783,-18.781136896373283,0.7639725220913428
Pitch,inner,4.150390625,1.428556790940632,0.9982192937295398,-26.77429814801379,0.7843892000028883
Pitch,inner,4.39453125,1.0482554192843496,0.9178325302632949,-23.39487246145907,0.6992148080032328
Pitch,inner,4.638671875,0.5172670345436993,0.8599825545439245,-6.427010635348531,0.465851849327541
Pitch,inner,4.8828125,0.432615526146617,1.0977471197015787,1.2624683839924433,0.541011335932099
Pitch,inner,5.126953125,0.4240599002973075,1.1053032998691679,-4.313603660531793,0.6102287846237877
Pitch,inner,5.37109375,0.27459246636541823,1.1095340671447074,-25.033738245751515,0.4981862292097223
Pitch,inner,5.615234375,0.21039241205168194,1.228317263923472,-20.98855509068838,0.5616991311761331
Pitch,inner,5.859375,0.18367166090740206,1.1714154553835483,-18.408623326567294,0.5338311373915908
Pitch,inner,6.103515625,0.12118629457687885,0.9923101920013656,-29.18511375472447,0.3192694370172964
Pitch,inner,6.34765625,0.09101293045524315,1.1745998908956985,-36.20029444648387,0.30349381099367356
Pitch,inner,6.591796875,0.0974974532308423,1.5757571128818262,-31.275615111150273,0.5196566702086233
Pitch,inner,6.8359375,0.10153301479590893,1.0838653214350156,-27.472123431994852,0.3092073925609923
Pitch,inner,7.080078125,0.08978115448416259,1.076866653669601,-23.55126156207895,0.32585520145863
